Observation id	2013_006							
								
Media file(s)								
								
Player #1	G:/Oxford/Videos/Bossou videos/2013_006.mp4							
								
Observation date	2020-04-29 17:50:13							
								
Description	2013_006							
								
Time offset (s)	0.0							
								
independent variables								
variable	value							
Observer	Alex							
Group	Bossou							
Date/Time	2000-01-01T00:00:00							
Contains play	no							
Coded	yes							
								
Time	Media file path	Total length	FPS	Subject	Behavior	Behavioral category	Comment	Status
